2020-10-13 10:11:54,983 - This is YOLO-v2 Training:

2020-10-13 10:12:08,951 - [Epoch 1/250][Iter 0/5011][lr 0.000000][Loss: obj 67.34 || cls 2.65 || bbox 2.16 || total 72.16 || size 224 || time: 9.72]
2020-10-13 10:12:15,745 - [Epoch 1/250][Iter 10/5011][lr 0.000000][Loss: obj 66.59 || cls 3.09 || bbox 7.36 || total 77.04 || size 224 || time: 6.70]
2020-10-13 10:12:17,247 - [Epoch 1/250][Iter 20/5011][lr 0.000000][Loss: obj 67.92 || cls 6.38 || bbox 7.35 || total 81.64 || size 224 || time: 1.41]
2020-10-13 10:12:18,823 - [Epoch 1/250][Iter 30/5011][lr 0.000000][Loss: obj 69.61 || cls 8.91 || bbox 24.63 || total 103.15 || size 224 || time: 1.48]
2020-10-13 10:12:20,501 - [Epoch 1/250][Iter 40/5011][lr 0.000000][Loss: obj 65.73 || cls 2.83 || bbox 6.54 || total 75.09 || size 224 || time: 1.52]
2020-10-13 10:12:22,001 - [Epoch 1/250][Iter 50/5011][lr 0.000000][Loss: obj 68.16 || cls 6.44 || bbox 8.38 || total 82.98 || size 224 || time: 1.41]
2020-10-13 10:12:23,548 - [Epoch 1/250][Iter 60/5011][lr 0.000000][Loss: obj 69.58 || cls 6.75 || bbox 8.25 || total 84.57 || size 224 || time: 1.45]
2020-10-13 10:12:25,081 - [Epoch 1/250][Iter 70/5011][lr 0.000000][Loss: obj 70.31 || cls 12.74 || bbox 23.55 || total 106.61 || size 224 || time: 1.44]
2020-10-13 10:12:26,665 - [Epoch 1/250][Iter 80/5011][lr 0.000000][Loss: obj 70.22 || cls 8.33 || bbox 9.51 || total 88.06 || size 224 || time: 1.49]
2020-10-13 10:12:28,185 - [Epoch 1/250][Iter 90/5011][lr 0.000000][Loss: obj 67.00 || cls 3.33 || bbox 2.06 || total 72.39 || size 224 || time: 1.43]
2020-10-13 10:12:29,756 - [Epoch 1/250][Iter 100/5011][lr 0.000000][Loss: obj 67.18 || cls 4.36 || bbox 2.88 || total 74.42 || size 224 || time: 1.48]
2020-10-13 10:12:31,295 - [Epoch 1/250][Iter 110/5011][lr 0.000000][Loss: obj 67.42 || cls 3.71 || bbox 7.00 || total 78.13 || size 224 || time: 1.44]
2020-10-13 10:12:32,807 - [Epoch 1/250][Iter 120/5011][lr 0.000000][Loss: obj 67.27 || cls 6.60 || bbox 4.88 || total 78.74 || size 224 || time: 1.42]
2020-10-13 10:12:34,428 - [Epoch 1/250][Iter 130/5011][lr 0.000000][Loss: obj 68.48 || cls 6.00 || bbox 7.54 || total 82.02 || size 224 || time: 1.54]
2020-10-13 10:12:35,944 - [Epoch 1/250][Iter 140/5011][lr 0.000000][Loss: obj 67.10 || cls 3.60 || bbox 2.90 || total 73.60 || size 224 || time: 1.42]
2020-10-13 10:12:42,507 - [Epoch 1/250][Iter 150/5011][lr 0.000000][Loss: obj 66.60 || cls 4.39 || bbox 1.92 || total 72.91 || size 224 || time: 6.47]
2020-10-13 10:12:49,027 - [Epoch 1/250][Iter 160/5011][lr 0.000000][Loss: obj 67.21 || cls 3.48 || bbox 3.83 || total 74.52 || size 224 || time: 6.42]
2020-10-13 10:12:55,595 - [Epoch 1/250][Iter 170/5011][lr 0.000000][Loss: obj 69.86 || cls 9.33 || bbox 16.62 || total 95.80 || size 224 || time: 6.48]
2020-10-13 10:12:57,213 - [Epoch 1/250][Iter 180/5011][lr 0.000000][Loss: obj 71.38 || cls 14.51 || bbox 24.91 || total 110.80 || size 224 || time: 1.52]
2020-10-13 10:12:58,880 - [Epoch 1/250][Iter 190/5011][lr 0.000000][Loss: obj 67.72 || cls 6.79 || bbox 8.67 || total 83.19 || size 224 || time: 1.57]
2020-10-13 10:13:00,527 - [Epoch 1/250][Iter 200/5011][lr 0.000000][Loss: obj 67.41 || cls 3.30 || bbox 5.37 || total 76.08 || size 224 || time: 1.56]
2020-10-13 10:13:02,085 - [Epoch 1/250][Iter 210/5011][lr 0.000000][Loss: obj 70.90 || cls 12.46 || bbox 29.06 || total 112.42 || size 224 || time: 1.46]
2020-10-13 10:13:08,898 - [Epoch 1/250][Iter 220/5011][lr 0.000000][Loss: obj 67.22 || cls 4.00 || bbox 3.39 || total 74.61 || size 224 || time: 6.72]
2020-10-13 10:13:17,478 - [Epoch 1/250][Iter 230/5011][lr 0.000000][Loss: obj 73.39 || cls 20.78 || bbox 24.12 || total 118.29 || size 224 || time: 8.48]
2020-10-13 10:13:19,628 - [Epoch 1/250][Iter 240/5011][lr 0.000000][Loss: obj 75.58 || cls 17.90 || bbox 38.20 || total 131.68 || size 224 || time: 2.06]
2020-10-13 10:13:21,224 - [Epoch 1/250][Iter 250/5011][lr 0.000000][Loss: obj 70.48 || cls 12.52 || bbox 16.39 || total 99.39 || size 224 || time: 1.50]
2020-10-13 10:13:22,785 - [Epoch 1/250][Iter 260/5011][lr 0.000000][Loss: obj 73.49 || cls 19.05 || bbox 24.11 || total 116.64 || size 224 || time: 1.47]
2020-10-13 10:13:24,299 - [Epoch 1/250][Iter 270/5011][lr 0.000000][Loss: obj 67.52 || cls 3.79 || bbox 4.66 || total 75.97 || size 224 || time: 1.41]
2020-10-13 10:13:25,866 - [Epoch 1/250][Iter 280/5011][lr 0.000000][Loss: obj 68.52 || cls 11.30 || bbox 34.84 || total 114.66 || size 224 || time: 1.47]
2020-10-13 10:13:37,240 - [Epoch 1/250][Iter 290/5011][lr 0.000000][Loss: obj 67.88 || cls 5.04 || bbox 7.17 || total 80.09 || size 224 || time: 11.28]
2020-10-13 10:13:48,774 - [Epoch 1/250][Iter 300/5011][lr 0.000000][Loss: obj 70.98 || cls 12.98 || bbox 15.18 || total 99.13 || size 224 || time: 11.44]
2020-10-13 10:13:50,287 - [Epoch 1/250][Iter 310/5011][lr 0.000000][Loss: obj 72.09 || cls 11.31 || bbox 11.60 || total 94.99 || size 224 || time: 1.42]
2020-10-13 10:13:51,825 - [Epoch 1/250][Iter 320/5011][lr 0.000000][Loss: obj 67.59 || cls 6.31 || bbox 5.14 || total 79.05 || size 224 || time: 1.44]
2020-10-13 10:13:53,323 - [Epoch 1/250][Iter 330/5011][lr 0.000000][Loss: obj 68.38 || cls 5.85 || bbox 4.83 || total 79.06 || size 224 || time: 1.40]
2020-10-13 10:13:54,853 - [Epoch 1/250][Iter 340/5011][lr 0.000000][Loss: obj 67.57 || cls 3.23 || bbox 2.42 || total 73.22 || size 224 || time: 1.43]
2020-10-13 10:13:56,332 - [Epoch 1/250][Iter 350/5011][lr 0.000000][Loss: obj 67.00 || cls 3.40 || bbox 4.33 || total 74.72 || size 224 || time: 1.39]
2020-10-13 10:14:02,755 - [Epoch 1/250][Iter 360/5011][lr 0.000000][Loss: obj 68.71 || cls 7.80 || bbox 8.54 || total 85.05 || size 224 || time: 6.32]
2020-10-13 10:14:04,515 - [Epoch 1/250][Iter 370/5011][lr 0.000000][Loss: obj 67.17 || cls 2.76 || bbox 6.42 || total 76.34 || size 224 || time: 1.66]
2020-10-13 10:14:11,263 - [Epoch 1/250][Iter 380/5011][lr 0.000000][Loss: obj 67.24 || cls 3.50 || bbox 4.06 || total 74.80 || size 224 || time: 6.65]
2020-10-13 10:14:17,738 - [Epoch 1/250][Iter 390/5011][lr 0.000000][Loss: obj 67.30 || cls 6.27 || bbox 5.66 || total 79.23 || size 224 || time: 6.38]
