2020-10-13 11:05:24,131 - This is YOLO-v2 Training:

2020-10-13 11:05:30,494 - [Epoch 1/250][Iter 0/5011][lr 0.000000][Loss: obj 227.29 || cls 3.23 || bbox 4.94 || total 235.47 || size 416 || time: 2.75]
2020-10-13 11:05:32,550 - [Epoch 1/250][Iter 10/5011][lr 0.000000][Loss: obj 226.99 || cls 6.53 || bbox 14.55 || total 248.07 || size 416 || time: 1.93]
2020-10-13 11:05:34,583 - [Epoch 1/250][Iter 20/5011][lr 0.000000][Loss: obj 227.40 || cls 5.20 || bbox 8.57 || total 241.16 || size 416 || time: 1.91]
2020-10-13 11:05:36,664 - [Epoch 1/250][Iter 30/5011][lr 0.000000][Loss: obj 230.26 || cls 14.60 || bbox 21.96 || total 266.82 || size 416 || time: 1.95]
2020-10-13 11:05:38,700 - [Epoch 1/250][Iter 40/5011][lr 0.000000][Loss: obj 226.01 || cls 2.42 || bbox 4.16 || total 232.58 || size 416 || time: 1.90]
2020-10-13 11:05:40,734 - [Epoch 1/250][Iter 50/5011][lr 0.000000][Loss: obj 228.42 || cls 7.05 || bbox 6.54 || total 242.01 || size 416 || time: 1.91]
2020-10-13 11:05:47,641 - [Epoch 1/250][Iter 60/5011][lr 0.000000][Loss: obj 225.49 || cls 7.09 || bbox 9.77 || total 242.35 || size 416 || time: 6.77]
2020-10-13 11:05:49,689 - [Epoch 1/250][Iter 70/5011][lr 0.000000][Loss: obj 228.25 || cls 13.48 || bbox 14.78 || total 256.50 || size 416 || time: 1.92]
2020-10-13 11:05:51,777 - [Epoch 1/250][Iter 80/5011][lr 0.000000][Loss: obj 229.10 || cls 9.48 || bbox 12.24 || total 250.83 || size 416 || time: 1.96]
2020-10-13 11:05:53,827 - [Epoch 1/250][Iter 90/5011][lr 0.000000][Loss: obj 228.67 || cls 3.50 || bbox 1.53 || total 233.70 || size 416 || time: 1.92]
2020-10-13 11:05:55,884 - [Epoch 1/250][Iter 100/5011][lr 0.000000][Loss: obj 227.15 || cls 4.48 || bbox 6.57 || total 238.20 || size 416 || time: 1.93]
2020-10-13 11:05:57,940 - [Epoch 1/250][Iter 110/5011][lr 0.000000][Loss: obj 227.42 || cls 3.32 || bbox 3.20 || total 233.94 || size 416 || time: 1.93]
2020-10-13 11:05:59,974 - [Epoch 1/250][Iter 120/5011][lr 0.000000][Loss: obj 228.92 || cls 6.94 || bbox 9.97 || total 245.83 || size 416 || time: 1.91]
2020-10-13 11:06:02,007 - [Epoch 1/250][Iter 130/5011][lr 0.000000][Loss: obj 227.26 || cls 6.53 || bbox 6.90 || total 240.70 || size 416 || time: 1.90]
2020-10-13 11:06:04,035 - [Epoch 1/250][Iter 140/5011][lr 0.000000][Loss: obj 228.98 || cls 2.77 || bbox 3.27 || total 235.02 || size 416 || time: 1.90]
2020-10-13 11:06:06,076 - [Epoch 1/250][Iter 150/5011][lr 0.000000][Loss: obj 227.89 || cls 2.97 || bbox 2.19 || total 233.05 || size 416 || time: 1.91]
2020-10-13 11:06:08,126 - [Epoch 1/250][Iter 160/5011][lr 0.000000][Loss: obj 227.63 || cls 2.03 || bbox 7.66 || total 237.32 || size 416 || time: 1.92]
2020-10-13 11:06:10,160 - [Epoch 1/250][Iter 170/5011][lr 0.000000][Loss: obj 228.71 || cls 13.49 || bbox 27.59 || total 269.79 || size 416 || time: 1.91]
2020-10-13 11:06:12,246 - [Epoch 1/250][Iter 180/5011][lr 0.000000][Loss: obj 226.96 || cls 15.75 || bbox 21.39 || total 264.10 || size 416 || time: 1.96]
2020-10-13 11:06:14,303 - [Epoch 1/250][Iter 190/5011][lr 0.000000][Loss: obj 227.91 || cls 6.01 || bbox 6.17 || total 240.09 || size 416 || time: 1.93]
2020-10-13 11:06:16,335 - [Epoch 1/250][Iter 200/5011][lr 0.000000][Loss: obj 229.20 || cls 3.29 || bbox 2.75 || total 235.25 || size 416 || time: 1.90]
2020-10-13 11:06:18,400 - [Epoch 1/250][Iter 210/5011][lr 0.000000][Loss: obj 229.32 || cls 12.31 || bbox 32.80 || total 274.43 || size 416 || time: 1.94]
2020-10-13 11:06:20,436 - [Epoch 1/250][Iter 220/5011][lr 0.000000][Loss: obj 229.67 || cls 3.71 || bbox 3.58 || total 236.96 || size 416 || time: 1.91]
2020-10-13 11:06:22,490 - [Epoch 1/250][Iter 230/5011][lr 0.000000][Loss: obj 226.07 || cls 17.41 || bbox 21.32 || total 264.81 || size 416 || time: 1.92]
2020-10-13 11:06:24,528 - [Epoch 1/250][Iter 240/5011][lr 0.000000][Loss: obj 230.47 || cls 18.25 || bbox 38.19 || total 286.91 || size 416 || time: 1.91]
2020-10-13 11:06:31,335 - [Epoch 1/250][Iter 250/5011][lr 0.000000][Loss: obj 228.03 || cls 16.32 || bbox 14.41 || total 258.77 || size 416 || time: 6.67]
2020-10-13 11:06:33,423 - [Epoch 1/250][Iter 260/5011][lr 0.000000][Loss: obj 227.30 || cls 23.00 || bbox 26.00 || total 276.29 || size 416 || time: 1.96]
2020-10-13 11:06:35,474 - [Epoch 1/250][Iter 270/5011][lr 0.000000][Loss: obj 228.86 || cls 4.60 || bbox 4.46 || total 237.92 || size 416 || time: 1.92]
2020-10-13 11:06:37,577 - [Epoch 1/250][Iter 280/5011][lr 0.000000][Loss: obj 229.87 || cls 23.31 || bbox 46.07 || total 299.26 || size 416 || time: 1.98]
2020-10-13 11:06:39,632 - [Epoch 1/250][Iter 290/5011][lr 0.000000][Loss: obj 228.05 || cls 6.59 || bbox 6.61 || total 241.25 || size 416 || time: 1.93]
2020-10-13 11:06:41,701 - [Epoch 1/250][Iter 300/5011][lr 0.000000][Loss: obj 228.03 || cls 14.67 || bbox 13.01 || total 255.71 || size 416 || time: 1.94]
2020-10-13 11:06:43,759 - [Epoch 1/250][Iter 310/5011][lr 0.000000][Loss: obj 227.62 || cls 13.67 || bbox 12.74 || total 254.03 || size 416 || time: 1.93]
2020-10-13 11:06:45,842 - [Epoch 1/250][Iter 320/5011][lr 0.000000][Loss: obj 228.45 || cls 5.79 || bbox 5.89 || total 240.13 || size 416 || time: 1.96]
2020-10-13 11:06:47,917 - [Epoch 1/250][Iter 330/5011][lr 0.000000][Loss: obj 227.98 || cls 5.33 || bbox 10.09 || total 243.40 || size 416 || time: 1.95]
2020-10-13 11:06:50,036 - [Epoch 1/250][Iter 340/5011][lr 0.000000][Loss: obj 227.18 || cls 2.94 || bbox 2.63 || total 232.74 || size 416 || time: 1.99]
2020-10-13 11:06:56,835 - [Epoch 1/250][Iter 350/5011][lr 0.000000][Loss: obj 226.77 || cls 3.35 || bbox 3.18 || total 233.30 || size 416 || time: 6.66]
2020-10-13 11:06:58,944 - [Epoch 1/250][Iter 360/5011][lr 0.000000][Loss: obj 225.72 || cls 7.82 || bbox 9.84 || total 243.38 || size 416 || time: 1.98]
2020-10-13 11:07:01,011 - [Epoch 1/250][Iter 370/5011][lr 0.000000][Loss: obj 226.95 || cls 3.21 || bbox 4.02 || total 234.18 || size 416 || time: 1.94]
2020-10-13 11:07:03,074 - [Epoch 1/250][Iter 380/5011][lr 0.000000][Loss: obj 226.99 || cls 3.98 || bbox 2.69 || total 233.67 || size 416 || time: 1.94]
2020-10-13 11:07:05,119 - [Epoch 1/250][Iter 390/5011][lr 0.000000][Loss: obj 226.61 || cls 6.69 || bbox 4.80 || total 238.09 || size 416 || time: 1.92]
2020-10-13 11:07:07,165 - [Epoch 1/250][Iter 400/5011][lr 0.000000][Loss: obj 227.28 || cls 7.87 || bbox 17.79 || total 252.94 || size 416 || time: 1.92]
2020-10-13 11:07:09,222 - [Epoch 1/250][Iter 410/5011][lr 0.000000][Loss: obj 226.27 || cls 3.41 || bbox 2.12 || total 231.81 || size 416 || time: 1.93]
2020-10-13 11:07:11,351 - [Epoch 1/250][Iter 420/5011][lr 0.000000][Loss: obj 224.56 || cls 3.82 || bbox 6.93 || total 235.31 || size 416 || time: 2.00]
2020-10-13 11:07:13,398 - [Epoch 1/250][Iter 430/5011][lr 0.000000][Loss: obj 225.05 || cls 4.72 || bbox 7.18 || total 236.95 || size 416 || time: 1.92]
2020-10-13 11:07:15,430 - [Epoch 1/250][Iter 440/5011][lr 0.000000][Loss: obj 224.12 || cls 6.82 || bbox 8.82 || total 239.77 || size 416 || time: 1.90]
2020-10-13 11:07:22,256 - [Epoch 1/250][Iter 450/5011][lr 0.000000][Loss: obj 224.45 || cls 2.57 || bbox 11.24 || total 238.26 || size 416 || time: 6.70]
2020-10-13 11:07:24,356 - [Epoch 1/250][Iter 460/5011][lr 0.000000][Loss: obj 223.65 || cls 17.95 || bbox 16.20 || total 257.80 || size 416 || time: 1.97]
2020-10-13 11:07:26,486 - [Epoch 1/250][Iter 470/5011][lr 0.000000][Loss: obj 223.84 || cls 10.14 || bbox 14.36 || total 248.34 || size 416 || time: 2.00]
2020-10-13 11:07:28,553 - [Epoch 1/250][Iter 480/5011][lr 0.000000][Loss: obj 222.69 || cls 4.25 || bbox 4.68 || total 231.62 || size 416 || time: 1.94]
2020-10-13 11:07:30,645 - [Epoch 1/250][Iter 490/5011][lr 0.000000][Loss: obj 222.45 || cls 3.09 || bbox 2.50 || total 228.04 || size 416 || time: 1.96]
2020-10-13 11:07:32,688 - [Epoch 1/250][Iter 500/5011][lr 0.000000][Loss: obj 222.11 || cls 13.45 || bbox 21.45 || total 257.00 || size 416 || time: 1.92]
2020-10-13 11:07:34,729 - [Epoch 1/250][Iter 510/5011][lr 0.000000][Loss: obj 220.58 || cls 3.47 || bbox 3.14 || total 227.20 || size 416 || time: 1.91]
2020-10-13 11:07:36,774 - [Epoch 1/250][Iter 520/5011][lr 0.000000][Loss: obj 220.45 || cls 3.67 || bbox 6.66 || total 230.79 || size 416 || time: 1.92]
2020-10-13 11:07:38,807 - [Epoch 1/250][Iter 530/5011][lr 0.000000][Loss: obj 219.17 || cls 11.51 || bbox 13.43 || total 244.12 || size 416 || time: 1.91]
